Symbol,Name,IPO Year,Market Cap,Volume,Sector,Industry
TRGP,Targa Resources Inc. Common Stock,2010,6423819447,1989899,Public Utilities,Natural Gas Distribution
TRI,Thomson Reuters Corp Ordinary Shares,,40723867894,391489,Consumer Services,Publishing
TRN,Trinity Industries Inc. Common Stock,,3166841563,1841977,Capital Goods,Railroads
TRNO,Terreno Realty Corporation Common Stock,2010,3860998915,287471,Finance,Real Estate
TROX,Tronox Holdings plc Ordinary Shares (UK),,2374440703,1488429,Basic Industries,Major Chemicals
TRTX,TPG RE Finance Trust Inc. Common Stock,2017,781383827,411196,Consumer Services,Real Estate Investment Trusts
TRU,TransUnion Common Stock,2015,17037559000,1338512,Finance,Finance: Consumer Services
TRV,The Travelers Companies Inc. Common Stock,,35336000000,1680718,Finance,Property-Casualty Insurers
TSI,TCW Strategic Income Fund Inc. Common Stock,,266913774,112439,,
TSN,Tyson Foods Inc. Common Stock,,23697608986,1391161,Consumer Non-Durables,Meat/Poultry/Fish
TSQ,Townsquare Media Inc. Class A Common Stock,2014,177066559,150087,Consumer Services,Broadcasting
TTC,Toro Company (The) Common Stock,,10328006486,303773,Capital Goods,Tools/Hardware
TTI,Tetra Technologies Inc. Common Stock,,151172074,2773952,Energy,Oil & Gas Production
TTP,Tortoise Pipeline & Energy Fund Inc. Common Stock,2011,44447846,12027,,
TUP,Tupperware Brands Corporation Common Stock,,1521967148,808412,Consumer Non-Durables,Plastic Products
TVC,Tennessee Valley Authority Common Stock,,0,12187,Public Utilities,Electric Utilities: Central
TVE,Tennessee Valley Authority,,0,17704,Public Utilities,Electric Utilities: Central
TWI,Titan International Inc. (DE) Common Stock,,411225773,411955,Basic Industries,Steel/Iron Ore
TWLO,Twilio Inc. Class A Common Stock,2016,57919463701,2192963,Technology,Computer Software: Prepackaged Software
TWN,Taiwan Fund Inc. (The) Common Stock,1986,206826205,16424,,
TWO,Two Harbors Investment Corp,,1707886552,6846644,Consumer Services,Real Estate Investment Trusts
TXT,Textron Inc. Common Stock,,10736523013,1447832,Capital Goods,Aerospace
TY,Tri Continental Corporation Common Stock,,1595695366,42581,,
TYG,Tortoise Energy Infrastructure Corporation Common Stock,2004,290819753,40138,,
TYL,Tyler Technologies Inc. Common Stock,,17340579040,322208,Technology,Computer Software: Prepackaged Software
U,Unity Software Inc. Common Stock,2020,41748399864,1272564,Technology,Computer Software: Prepackaged Software
UA,Under Armour Inc. Class C Common Stock,2016,6897315350,8469283,Consumer Non-Durables,Apparel
UAA,Under Armour Inc. Class A Common Stock,,8097639182,8391886,Consumer Non-Durables,Apparel
UAN,CVR Partners LP Common Units representing Limited Partner Interests,2011,171699937,22039,Basic Industries,Agricultural Chemicals
UBA,Urstadt Biddle Properties Inc. Common Stock,,572282819,241964,Consumer Services,Real Estate Investment Trusts
UBP,Urstadt Biddle Properties Inc. Common Stock,,503770088,1119,Consumer Services,Real Estate Investment Trusts
UDR,UDR Inc. Common Stock,,11461219902,1798292,Consumer Services,Real Estate Investment Trusts
UE,Urban Edge Properties Common Shares of Beneficial Interest,2015,1688667970,671240,Finance,Real Estate
UFI,Unifi Inc. New Common Stock,,397497997,192294,Consumer Non-Durables,Textiles
UGI,UGI Corporation Common Stock,,7590973873,974622,Public Utilities,Natural Gas Distribution
UHS,Universal Health Services Inc. Common Stock,,10864039179,927390,Health Care,Hospital/Nursing Management
UHT,Universal Health Realty Income Trust Common Stock,,845509867,70086,Consumer Services,Real Estate Investment Trusts
UI,Ubiquiti Inc. Common Stock,,18746603307,241101,Technology,Radio And Television Broadcasting And Communications Equipment
UIS,Unisys Corporation New Common Stock,,1524885640,877788,Technology,EDP Services
UMH,UMH Properties Inc. Common Stock,,628562451,129306,Consumer Services,Real Estate Investment Trusts
UNF,Unifirst Corporation Common Stock,,4075018305,81229,Consumer Services,Other Consumer Services
UNFI,United Natural Foods Inc. Common Stock,2019,1489833330,3692327,Consumer Non-Durables,Food Distributors
UNH,UnitedHealth Group Incorporated Common Stock (DE),,3.20844E+11,2769837,Health Care,Medical Specialities
UNM,Unum Group Common Stock,,4951024290,4021359,Finance,Accident &Health Insurance
UNMA,Unum Group 6.250% Junior Subordinated Notes due 2058,2018,0,18924,Finance,Accident &Health Insurance
UNP,Union Pacific Corporation Common Stock,,1.35643E+11,3406095,Transportation,Railroads
UNVR,Univar Solutions Inc. Common Stock,2015,3256873068,799479,Consumer Durables,Specialty Chemicals
UPS,United Parcel Service Inc. Common Stock,1999,1.35944E+11,2562373,Transportation,Trucking Freight/Courier Services
URI,United Rentals Inc. Common Stock,1997,18290964156,1172613,Technology,Diversified Commercial Services
USA,Liberty All-Star Equity Fund Common Stock,1986,1466555303,1299614,,
USAC,USA Compression Partners LP Common Units Representing Limited Partner Interests,2013,1276219253,198564,Public Utilities,Natural Gas Distribution
USB,U.S. Bancorp Common Stock,,65936805004,8594685,Finance,Major Banks
USDP,USD Partners LP Common Units representing limited partner interest,2014,140395883,125953,Transportation,Railroads
USFD,US Foods Holding Corp. Common Stock,2016,7221750103,1635482,Consumer Non-Durables,Food Distributors
USM,United States Cellular Corporation Common Stock,1988,2741091030,150144,Public Utilities,Telecommunications Equipment
USNA,USANA Health Sciences Inc. Common Stock,,1809052289,88794,Consumer Durables,Specialty Chemicals
USPH,U.S. Physical Therapy Inc. Common Stock,1992,1610919876,73199,Health Care,Medical/Nursing Services
USX,U.S. Xpress Enterprises Inc. Class A Common Stock,2018,343612227,348890,Transportation,Trucking Freight/Courier Services
UTF,Cohen & Steers Infrastructure Fund Inc Common Stock,2004,2497994228,211696,,
UTI,Universal Technical Institute Inc Common Stock,2003,202975160,82457,Consumer Services,Other Consumer Services
UTL,UNITIL Corporation Common Stock,,612439261,90365,Public Utilities,Power Generation
UTZ,Utz Brands Inc Class A Common Stock ,2018,2834574113,1243855,Consumer Non-Durables,Packaged Foods
UVE,UNIVERSAL INSURANCE HOLDINGS INC Common Stock,,433663667,300632,Finance,Property-Casualty Insurers
UVV,Universal Corporation Common Stock,,1168378561,141751,Consumer Services,Farming/Seeds/Milling
UWMC,UWM Holdings Corporation Class A Common Stock,,529125000,4100498,Finance,Finance: Consumer Services
UWMC.WS,UWM Holdings Corporation Warrant,,,0,,
UZA,United States Cellular Corporation 6.95% Senior Notes due 2060,,0,7794,Public Utilities,Telecommunications Equipment
UZB,United States Cellular Corporation 7.25% Senior Notes due 2063,2014,0,16609,Public Utilities,Telecommunications Equipment
UZC,United States Cellular Corporation 7.25% Senior Notes due 2064,2015,0,14192,Public Utilities,Telecommunications Equipment
UZD,United States Cellular Corporation 6.250% Senior Notes due 2069,2020,0,24062,Public Utilities,Telecommunications Equipment
UZE,United States Cellular Corporation 5.500% Senior Notes due 2070,2020,0,45477,Public Utilities,Telecommunications Equipment
V,Visa Inc.,,4.36958E+11,11009943,Miscellaneous,Business Services
VAC,Marriott Vacations Worldwide Corporation Common Stock,,5214971282,1409041,Finance,Real Estate
VAPO,Vapotherm Inc. Common Stock,2018,904555961,511975,Health Care,Medical/Dental Instruments
VAR,Varian Medical Systems Inc. Common Stock,,15988787598,608298,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
VBF,Invesco Bond Fund Common Stock,,227504907,14633,,
VCRA,Vocera Communications Inc. Common Stock,2012,1444006296,207720,Capital Goods,Telecommunications Equipment
VCV,Invesco California Value Municipal Income Trust Common Stock,,627993182,72244,,
VEC,Vectrus Inc. Common Stock,2014,624820530,74793,Consumer Services,Diversified Commercial Services
VER,VEREIT Inc. Common Stock,,7810065976,1520817,Consumer Services,Real Estate Investment Trusts
VFC,V.F. Corporation Common Stock,,30954634306,4044485,Consumer Non-Durables,Apparel
VGI,Virtus Global Multi-Sector Income Fund Common Shares of Beneficial Interest,2012,132071693,38602,,
VGM,Invesco Trust for Investment Grade Municipals Common Stock (DE),,717400666,60062,,
VGR,Vector Group Ltd. Common Stock,,1828789761,632421,Consumer Non-Durables,Farming/Seeds/Milling
VHC,VirnetX Holding Corp Common Stock,,434167863,1248619,Miscellaneous,Multi-Sector Companies
VHI,Valhi Inc. Common Stock,,456044990,3458,Basic Industries,Major Chemicals
VKQ,Invesco Municipal Trust Common Stock,,716396940,128432,,
VLO,Valero Energy Corporation Common Stock,,23786345028,4360956,Energy,Integrated oil Companies
VLT,Invesco High Income Trust II,1989,88328505,17822,,
VMC,Vulcan Materials Company (Holding Company) Common Stock,,19738892335,627677,Basic Industries,Mining & Quarrying of Nonmetallic Minerals (No Fuels)
VMI,Valmont Industries Inc. Common Stock,,4158324805,137615,Capital Goods,Metal Fabrications
VMO,Invesco Municipal Opportunity Trust Common Stock,,883804449,111854,,
VMW,Vmware Inc. Common stock Class A,2007,58890651411,2677246,Technology,Computer Software: Prepackaged Software
VNO,Vornado Realty Trust Common Stock,,7707817534,3828587,Consumer Services,Real Estate Investment Trusts
VOC,VOC Energy Trust Units of Beneficial Interest,2011,44370000,468833,Energy,Oil & Gas Production
VOYA,Voya Financial Inc. Common Stock,2013,7165698104,1165145,Finance,Life Insurance
VPG,Vishay Precision Group Inc. Common Stock,,438483030,51709,Capital Goods,Electrical Products
VPV,Invesco Pennsylvania Value Municipal Income Trust Common Stock (DE),,306924527,37728,,
VRS,Verso Corporation Common Stock,2016,389839475,173178,Basic Industries,Paper
VRT,Vertiv Holdings LLC Class A Common Stock,2018,6574822354,4299134,Capital Goods,Industrial Machinery/Components
VSH,Vishay Intertechnology Inc. Common Stock,,3175246568,1252494,Capital Goods,Electrical Products
VSTO,Vista Outdoor Inc. Common Stock,2015,1652143632,902419,Capital Goods,Ordnance And Accessories
VTN,Invesco Trust for Investment Grade New York Municipals Common Stock,,256911562,41297,,
VTOL,Bristow Group Inc. Common Stock,,747523954,93834,Transportation,Transportation Services
VTR,Ventas Inc. Common Stock,,17675994872,2993567,Consumer Services,Real Estate Investment Trusts
VVI,Viad Corp Common Stock,,737875542,203514,Miscellaneous,Business Services
VVR,Invesco Senior Income Trust Common Stock (DE),1998,636607862,484664,,
VVV,Valvoline Inc. Common Stock,2016,4439182968,2702716,Basic Industries,Major Chemicals
W,Wayfair Inc. Class A Common Stock,2014,28631235120,1298588,Consumer Services,Catalog/Specialty Distribution
WAB,Westinghouse Air Brake Technologies Corporation Common Stock,,14247837448,1067703,Capital Goods,Railroads
WAL,Western Alliance Bancorporation Common Stock (DE),2005,6976369857,621430,Finance,Major Banks
WALA,Western Alliance Bancorporation 6.25% Subordinated Debentures due 2056,2016,0,5039,Finance,Major Banks
WAT,Waters Corporation Common Stock,1995,16539425849,426178,Capital Goods,Biotechnology: Laboratory Analytical Instruments
WBS,Webster Financial Corporation Common Stock,,4314218170,609340,Finance,Major Banks
WCC,WESCO International Inc. Common Stock,1999,3943374768,369004,Consumer Non-Durables,Telecommunications Equipment
WD,Walker & Dunlop Inc Common Stock,2010,2653709551,142649,Finance,Finance: Consumer Services
WDR,Waddell & Reed Financial Inc. Common Stock,1998,1565879458,1042140,Finance,Investment Bankers/Brokers/Service
WEA,Western Asset Bond Fund Share of Beneficial Interest,2002,167628952,15231,,
WEC,WEC Energy Group Inc. Common Stock,,28231390525,1622389,Public Utilities,Power Generation
WELL,Welltower Inc. Common Stock,,25781094251,2087226,Consumer Services,Real Estate Investment Trusts
WES,Western Midstream Partners LP Common Units Representing Limited Partner Interests,2012,6322022389,1770679,Public Utilities,Natural Gas Distribution
WEX,WEX Inc. common stock,,8658754167,335374,Miscellaneous,Business Services
WFC,Wells Fargo & Company Common Stock,,1.27677E+11,28678726,Finance,Major Banks
WGO,Winnebago Industries Inc. Common Stock,,2267948655,784421,Consumer Non-Durables,Homebuilding
WHG,Westwood Holdings Group Inc Common Stock,,99556670,23456,Finance,Investment Managers
WHR,Whirlpool Corporation Common Stock,,12171622070,2463309,Consumer Durables,Consumer Electronics/Appliances
WIA,Western Asset Inflation-Linked Income Fund,2003,299704122,9329,,
WIW,Western Asset Inflation-Linked Opportunities & Income Fund,2004,759906944,62072,,
WK,Workiva Inc. Class A Common Stock,2014,4764683351,264483,Technology,Computer Software: Prepackaged Software
WLK,Westlake Chemical Corporation Common Stock,2004,10045309975,433489,Basic Industries,Major Chemicals
WLKP,Westlake Chemical Partners LP Common Units representing limited partner interests,2014,839741844,140156,Basic Industries,Major Chemicals
WLL,Whiting Petroleum Corporation Common Stock (New),2020,812012821,867709,Energy,Oil & Gas Production
WM,Waste Management Inc. Common Stock,,47378380409,1952553,Public Utilities,Environmental Services
WMB,Williams Companies Inc. (The) Common Stock,,26043549487,9057230,Public Utilities,Natural Gas Distribution
WMC,Western Asset Mortgage Capital Corporation Common Stock,2012,184870611,1128503,Consumer Services,Real Estate Investment Trusts
WMK,Weis Markets Inc. Common Stock,,1313450972,157060,Consumer Services,Food Chains
WMS,Advanced Drainage Systems Inc. Common Stock,2014,6022240338,352153,Capital Goods,Containers/Packaging
WMT,Walmart Inc. Common Stock,,4.0671E+11,7408578,Consumer Services,Department/Specialty Retail Stores
WNC,Wabash National Corporation Common Stock,1991,876325446,499736,Capital Goods,Construction/Ag Equipment/Trucks
WOR,Worthington Industries Inc. Common Stock,,2813119327,355597,Capital Goods,Steel/Iron Ore
WOW,WideOpenWest Inc. Common Stock,2017,972664213,345605,Consumer Services,Television Services
WPC,W. P. Carey Inc. REIT,,11834091995,746623,Consumer Services,Real Estate Investment Trusts
WPF,Foley Trasimene Acquisition Corp. Class A CommonStock,2020,1500750000,5571607,Finance,Business Services
WPF.U,Foley Trasimene Acquisition Corp. Units each consisting of one Class A common stock and one-third of one redeemable warrant,2020,,0,,
WPF.WS,Foley Trasimene Acquisition Corp. Warrants each whole warrant exercisable for one share of Class A common stock at an exercise price of $11.50 per share,,,0,,
WPG,Washington Prime Group Inc. Common Stock,2014,295938469,774678,Consumer Services,Real Estate Investment Trusts
WRB,W.R. Berkley Corporation Common Stock,,11274254324,871099,Finance,Property-Casualty Insurers
WRE,Washington Real Estate Investment Trust Common Stock,,1825372007,378024,,
WRI,Weingarten Realty Investors Common Stock,,2978048851,962990,Consumer Services,Real Estate Investment Trusts
WSM,Williams-Sonoma Inc. Common Stock (DE),,10256626927,2783146,Consumer Services,Home Furnishings
WSO,Watsco Inc. Common Stock,,9655952871,311943,Consumer Durables,Industrial Machinery/Components
WSO/B,Watsco Inc.,,,59,,
WSR,Whitestone REIT Common Shares,2010,342646004,255944,Consumer Services,Real Estate Investment Trusts
WST,West Pharmaceutical Services Inc. Common Stock,,22098315037,648253,Basic Industries,Specialty Chemicals
WTI,W&T Offshore Inc. Common Stock,2005,368623627,5093358,Energy,Oil & Gas Production
WTM,White Mountains Insurance Group Ltd. Common Stock,,3233101985,9919,Finance,Property-Casualty Insurers
WTRG,Essential Utilities Inc. Common Stock,,11324195636,902186,Public Utilities,Water Supply
WTRU,Essential Utilities Inc. 6.00% TEU,2019,0,7608,Public Utilities,Water Supply
WTS,Watts Water Technologies Inc. Class A Common Stock,1986,4113892942,110929,Capital Goods,Metal Fabrications
WTTR,Select Energy Services Inc. Class A Common Stock,2017,528563127,320516,Energy,Oilfield Services/Equipment
